symbol	ensembl_id	name
PRELID1P7	ENSG00000230748	PRELID1 pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:54772]
TEX54	ENSG00000283268	testis expressed 54 [Source:HGNC Symbol;Acc:HGNC:53729]
NTM-IT	ENSG00000238262	NTM intronic transcript [Source:HGNC Symbol;Acc:HGNC:41437]
WDR82P2	ENSG00000241318	WD repeat domain 82 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:33513]
LINC02444	ENSG00000258123	long intergenic non-protein coding RNA 2444 [Source:HGNC Symbol;Acc:HGNC:53376]
OPCML	ENSG00000183715	opioid binding protein/cell adhesion molecule like [Source:HGNC Symbol;Acc:HGNC:8143]
NIPAL2	ENSG00000104361	NIPA like domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25854]
RPL5P6	ENSG00000232393	ribosomal protein L5 pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:35890]
OR10J5	ENSG00000184155	olfactory receptor family 10 subfamily J member 5 [Source:HGNC Symbol;Acc:HGNC:14993]
ZNF649-AS1	ENSG00000268095	ZNF649 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:51285]
HSPE1P6	ENSG00000232917	heat shock protein family E (Hsp10) member 1 pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:49325]
EEF1A1P14	ENSG00000233057	eukaryotic translation elongation factor 1 alpha 1 pseudogene 14 [Source:HGNC Symbol;Acc:HGNC:3197]
XCL1	ENSG00000143184	X-C motif chemokine ligand 1 [Source:HGNC Symbol;Acc:HGNC:10645]
ZNF667-AS1	ENSG00000166770	ZNF667 antisense RNA 1 (head to head) [Source:HGNC Symbol;Acc:HGNC:44321]
TMTC2	ENSG00000179104	transmembrane O-mannosyltransferase targeting cadherins 2 [Source:HGNC Symbol;Acc:HGNC:25440]
HNRNPK-AS1	ENSG00000235298	HNRNPK antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:56061]
HMGN2P40	ENSG00000260602	high mobility group nucleosomal binding domain 2 pseudogene 40 [Source:HGNC Symbol;Acc:HGNC:39411]
HNRNPLP2	ENSG00000259917	heterogeneous nuclear ribonucleoprotein L pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:48747]
ISCUP1	ENSG00000238051	iron-sulfur cluster assembly enzyme pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:38021]
FSCN1P1	ENSG00000261559	fascin actin-bundling protein 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:49669]
HNRNPA1P46	ENSG00000228020	heterogeneous nuclear ribonucleoprotein A1 pseudogene 46 [Source:HGNC Symbol;Acc:HGNC:48776]
BMS1P15	ENSG00000258780	BMS1 pseudogene 15 [Source:HGNC Symbol;Acc:HGNC:49160]
RPS29P5	ENSG00000230777	ribosomal protein S29 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:35584]
RHPN2P1	ENSG00000258628	rhophilin Rho GTPase binding protein 2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:37708]
CATSPERE	ENSG00000179397	catsper channel auxiliary subunit epsilon [Source:HGNC Symbol;Acc:HGNC:28491]
LINC01785	ENSG00000268038	long intergenic non-protein coding RNA 1785 [Source:HGNC Symbol;Acc:HGNC:25060]
SUGT1	ENSG00000165416	SGT1 homolog, MIS12 kinetochore complex assembly cochaperone [Source:HGNC Symbol;Acc:HGNC:16987]
LYPLA1P2	ENSG00000251483	LYPLA1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:44006]
KLF2-DT	ENSG00000267275	KLF2 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55304]
CHCHD2P7	ENSG00000249973	coiled-coil-helix-coiled-coil-helix domain containing 2 pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:39591]
RMRP	ENSG00000277027	RNA component of mitochondrial RNA processing endoribonuclease [Source:HGNC Symbol;Acc:HGNC:10031]
PTPRD-AS1	ENSG00000225706	PTPRD antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:49753]
RPL34P20	ENSG00000231508	ribosomal protein L34 pseudogene 20 [Source:HGNC Symbol;Acc:HGNC:35535]
MPHOSPH10P3	ENSG00000283345	MPHOSPH10 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:55689]
RNU6-977P	ENSG00000252220	RNA, U6 small nuclear 977, pseudogene [Source:HGNC Symbol;Acc:HGNC:47940]
RPL6P25	ENSG00000213270	ribosomal protein L6 pseudogene 25 [Source:HGNC Symbol;Acc:HGNC:36840]
MIR202HG	ENSG00000166917	MIR202 host gene [Source:HGNC Symbol;Acc:HGNC:49402]
TRIM35	ENSG00000104228	tripartite motif containing 35 [Source:HGNC Symbol;Acc:HGNC:16285]
OPCML-IT2	ENSG00000255371	OPCML intronic transcript 2 [Source:HGNC Symbol;Acc:HGNC:41365]
RNU1-117P	ENSG00000252850	RNA, U1 small nuclear 117, pseudogene [Source:HGNC Symbol;Acc:HGNC:48459]
KCNJ8-AS1	ENSG00000256615	KCNJ8 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:58193]
PTPRD-DT	ENSG00000226717	PTPRD divergent transcript [Source:HGNC Symbol;Acc:HGNC:49754]
OPCML-IT1	ENSG00000254896	OPCML intronic transcript 1 [Source:HGNC Symbol;Acc:HGNC:41366]
MIR3160-1	ENSG00000265014	microRNA 3160-1 [Source:HGNC Symbol;Acc:HGNC:38197]
MIR3160-2	ENSG00000283497	microRNA 3160-2 [Source:HGNC Symbol;Acc:HGNC:38192]
TCP1P3	ENSG00000256849	t-complex 1 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:21630]
MIR5582	ENSG00000263540	microRNA 5582 [Source:HGNC Symbol;Acc:HGNC:43461]
UBE2L2	ENSG00000131982	ubiquitin conjugating enzyme E2 L2 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:12487]
SNORD67	ENSG00000212135	small nucleolar RNA, C/D box 67 [Source:HGNC Symbol;Acc:HGNC:32728]
SLC25A1P1	ENSG00000254479	solute carrier family 25 member 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:43845]
SLCO1B3-SLCO1B7	ENSG00000257046	SLCO1B3-SLCO1B7 readthrough [Source:HGNC Symbol;Acc:HGNC:54403]
RNU6-560P	ENSG00000200877	RNA, U6 small nuclear 560, pseudogene [Source:HGNC Symbol;Acc:HGNC:47523]
FNTAP1	ENSG00000254502	farnesyltransferase, CAAX box, alpha pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:3783]
MOB4P2	ENSG00000271318	MOB4 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:54750]
OR7E2P	ENSG00000255203	olfactory receptor family 7 subfamily E member 2 pseudogene [Source:HGNC Symbol;Acc:HGNC:8402]
FZD4	ENSG00000174804	frizzled class receptor 4 [Source:HGNC Symbol;Acc:HGNC:4042]
HNRNPCP8	ENSG00000254748	heterogeneous nuclear ribonucleoprotein C pseudogene 8 [Source:HGNC Symbol;Acc:HGNC:48819]
SLURP2	ENSG00000283992	secreted LY6/PLAUR domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25549]
LINC02199	ENSG00000250198	long intergenic non-protein coding RNA 2199 [Source:HGNC Symbol;Acc:HGNC:53065]
XIAPP2	ENSG00000254843	X-linked inhibitor of apoptosis pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:52376]
LINC00240	ENSG00000224843	long intergenic non-protein coding RNA 240 [Source:HGNC Symbol;Acc:HGNC:18772]
UNC93B4	ENSG00000250381	unc-93 homolog B4 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:13484]
OR7E99P	ENSG00000250710	olfactory receptor family 7 subfamily E member 99 pseudogene [Source:HGNC Symbol;Acc:HGNC:15059]
QSER1	ENSG00000060749	glutamine and serine rich 1 [Source:HGNC Symbol;Acc:HGNC:26154]
OR7E43P	ENSG00000249844	olfactory receptor family 7 subfamily E member 43 pseudogene [Source:HGNC Symbol;Acc:HGNC:8417]
PREX2	ENSG00000046889	phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 2 [Source:HGNC Symbol;Acc:HGNC:22950]
UGT2A3P7	ENSG00000248886	UDP glucuronosyltransferase family 2 member A3 pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:39429]
KLHL2P1	ENSG00000250412	kelch like family member 2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:44046]
SLCO1B7	ENSG00000205754	solute carrier organic anion transporter family member 1B7 (putative) [Source:HGNC Symbol;Acc:HGNC:32934]
RPL7P33	ENSG00000215236	ribosomal protein L7 pseudogene 33 [Source:HGNC Symbol;Acc:HGNC:35937]
H3P14	ENSG00000250966	H3 histone pseudogene 14 [Source:HGNC Symbol;Acc:HGNC:43805]
RNU6-319P	ENSG00000251834	RNA, U6 small nuclear 319, pseudogene [Source:HGNC Symbol;Acc:HGNC:47282]
LINC02149	ENSG00000249332	long intergenic non-protein coding RNA 2149 [Source:HGNC Symbol;Acc:HGNC:53010]
OR4S1	ENSG00000176555	olfactory receptor family 4 subfamily S member 1 [Source:HGNC Symbol;Acc:HGNC:14705]
OR7E163P	ENSG00000251166	olfactory receptor family 7 subfamily E member 163 pseudogene [Source:HGNC Symbol;Acc:HGNC:45040]
OR4C3	ENSG00000176547	olfactory receptor family 4 subfamily C member 3 [Source:HGNC Symbol;Acc:HGNC:14697]
OR7E162P	ENSG00000234386	olfactory receptor family 7 subfamily E member 162 pseudogene [Source:HGNC Symbol;Acc:HGNC:28374]
OR4C4P	ENSG00000197161	olfactory receptor family 4 subfamily C member 4 pseudogene [Source:HGNC Symbol;Acc:HGNC:14700]
TFDP1P1	ENSG00000224540	TFDP1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:11750]
OR4C5	ENSG00000176540	olfactory receptor family 4 subfamily C member 5 [Source:HGNC Symbol;Acc:HGNC:14702]
EDARADD	ENSG00000186197	EDAR associated via death domain [Source:HGNC Symbol;Acc:HGNC:14341]
OR4C2P	ENSG00000182565	olfactory receptor family 4 subfamily C member 2 pseudogene [Source:HGNC Symbol;Acc:HGNC:14696]
OR4C10P	ENSG00000184789	olfactory receptor family 4 subfamily C member 10 pseudogene [Source:HGNC Symbol;Acc:HGNC:14800]
FAM8A3P	ENSG00000224337	family with sequence similarity 8 member A3, pseudogene [Source:HGNC Symbol;Acc:HGNC:16374]
RPL17P13	ENSG00000223604	ribosomal protein L17 pseudogene 13 [Source:HGNC Symbol;Acc:HGNC:36378]
RNU6-601P	ENSG00000207270	RNA, U6 small nuclear 601, pseudogene [Source:HGNC Symbol;Acc:HGNC:47564]
TRIM77BP	ENSG00000254993	tripartite motif containing 77B, pseudogene [Source:HGNC Symbol;Acc:HGNC:43980]
LINC01818	ENSG00000230645	long intergenic non-protein coding RNA 1818 [Source:HGNC Symbol;Acc:HGNC:52623]
MPHOSPH10P6	ENSG00000260399	MPHOSPH10 pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:55693]
UBTFL9	ENSG00000254567	UBTF like 9 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:50286]
MS4A18	ENSG00000214782	membrane spanning 4-domains A18 [Source:HGNC Symbol;Acc:HGNC:37636]
MTLN	ENSG00000175701	mitoregulin [Source:HGNC Symbol;Acc:HGNC:27339]
LINC03122	ENSG00000178722	long intergenic non-protein coding RNA 3122 [Source:HGNC Symbol;Acc:HGNC:26744]
ANTXRL	ENSG00000274209	ANTXR like [Source:HGNC Symbol;Acc:HGNC:27277]
HERC2P6	ENSG00000261418	HERC2 pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:4874]
OR51H1	ENSG00000176904	olfactory receptor family 51 subfamily H member 1 [Source:HGNC Symbol;Acc:HGNC:14833]
KATNAL1	ENSG00000102781	katanin catalytic subunit A1 like 1 [Source:HGNC Symbol;Acc:HGNC:28361]
ART4	ENSG00000111339	ADP-ribosyltransferase 4 (inactive) (Dombrock blood group) [Source:HGNC Symbol;Acc:HGNC:726]
RPL15P15	ENSG00000244259	ribosomal protein L15 pseudogene 15 [Source:HGNC Symbol;Acc:HGNC:36780]
LRRTM4	ENSG00000176204	leucine rich repeat transmembrane neuronal 4 [Source:HGNC Symbol;Acc:HGNC:19411]
OR52K3P	ENSG00000225101	olfactory receptor family 52 subfamily K member 3 pseudogene [Source:HGNC Symbol;Acc:HGNC:15224]
OR52I1	ENSG00000232268	olfactory receptor family 52 subfamily I member 1 [Source:HGNC Symbol;Acc:HGNC:15220]
PCAT7	ENSG00000231806	prostate cancer associated transcript 7 [Source:HGNC Symbol;Acc:HGNC:48824]
ZNF528-AS1	ENSG00000269834	ZNF528 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:51305]
LINC03121	ENSG00000261182	long intergenic non-protein coding RNA 3121 [Source:HGNC Symbol;Acc:HGNC:56937]
ATP5MC2P1	ENSG00000225712	ATP5MC2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:844]
HMGN1P26	ENSG00000259557	high mobility group nucleosome binding domain 1 pseudogene 26 [Source:HGNC Symbol;Acc:HGNC:39370]
NPAS4	ENSG00000174576	neuronal PAS domain protein 4 [Source:HGNC Symbol;Acc:HGNC:18983]
LMX1A	ENSG00000162761	LIM homeobox transcription factor 1 alpha [Source:HGNC Symbol;Acc:HGNC:6653]
RPL21P103	ENSG00000241423	ribosomal protein L21 pseudogene 103 [Source:HGNC Symbol;Acc:HGNC:36732]
ISCA1P4	ENSG00000259405	iron-sulfur cluster assembly 1 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:38025]
MADCAM1-AS1	ENSG00000266933	MADCAM1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55315]
FZD7	ENSG00000155760	frizzled class receptor 7 [Source:HGNC Symbol;Acc:HGNC:4045]
RPS2P5	ENSG00000240342	ribosomal protein S2 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:31386]
LINC01509	ENSG00000226825	long intergenic non-protein coding RNA 1509 [Source:HGNC Symbol;Acc:HGNC:51193]
ANKRD30BL	ENSG00000163046	ankyrin repeat domain 30B like [Source:HGNC Symbol;Acc:HGNC:35167]
RN7SKP262	ENSG00000222950	RN7SK pseudogene 262 [Source:HGNC Symbol;Acc:HGNC:45986]
TDGP1	ENSG00000255725	thymine-DNA glycosylase pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:49891]
MIR4302	ENSG00000283603	microRNA 4302 [Source:HGNC Symbol;Acc:HGNC:38185]
OR56A5	ENSG00000188691	olfactory receptor family 56 subfamily A member 5 [Source:HGNC Symbol;Acc:HGNC:14792]
LINC02941	ENSG00000236013	long intergenic non-protein coding RNA 2941 [Source:HGNC Symbol;Acc:HGNC:55956]
SSPN-AS1	ENSG00000256234	SSPN antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:56072]
HMGN2P32	ENSG00000213558	high mobility group nucleosomal binding domain 2 pseudogene 32 [Source:HGNC Symbol;Acc:HGNC:39403]
ZNF571-AS1	ENSG00000267470	ZNF571 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44324]
RNU6-492P	ENSG00000199905	RNA, U6 small nuclear 492, pseudogene [Source:HGNC Symbol;Acc:HGNC:47455]
KLF4	ENSG00000136826	KLF transcription factor 4 [Source:HGNC Symbol;Acc:HGNC:6348]
ITPR2-AS2	ENSG00000255968	ITPR2 antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:58268]
RNU6-592P	ENSG00000223265	RNA, U6 small nuclear 592, pseudogene [Source:HGNC Symbol;Acc:HGNC:47555]
GLULP3	ENSG00000254572	glutamate-ammonia ligase pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:4344]
ITPR2	ENSG00000123104	inositol 1,4,5-trisphosphate receptor type 2 [Source:HGNC Symbol;Acc:HGNC:6181]
CYP26B1	ENSG00000003137	cytochrome P450 family 26 subfamily B member 1 [Source:HGNC Symbol;Acc:HGNC:20581]
SSU72L5	ENSG00000284018	SSU72 like 5 [Source:HGNC Symbol;Acc:HGNC:43624]
ABLIM1	ENSG00000099204	actin binding LIM protein 1 [Source:HGNC Symbol;Acc:HGNC:78]
ADCY10	ENSG00000143199	adenylate cyclase 10 [Source:HGNC Symbol;Acc:HGNC:21285]
SSU72L2	ENSG00000284306	SSU72 like 2 [Source:HGNC Symbol;Acc:HGNC:43621]
MRPS28	ENSG00000147586	mitochondrial ribosomal protein S28 [Source:HGNC Symbol;Acc:HGNC:14513]
SSU72P6	ENSG00000236175	SSU72 pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:43625]
SSU72L4	ENSG00000283873	SSU72 like 4 [Source:HGNC Symbol;Acc:HGNC:43623]
SSU72L3	ENSG00000284546	SSU72 like 3 [Source:HGNC Symbol;Acc:HGNC:43622]
SSU72L1	ENSG00000284438	SSU72 like 1 [Source:HGNC Symbol;Acc:HGNC:43626]
OR52B4	ENSG00000221996	olfactory receptor family 52 subfamily B member 4 [Source:HGNC Symbol;Acc:HGNC:15209]
SEPTIN14P4	ENSG00000251155	septin 14 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:51688]
OR52B3P	ENSG00000175800	olfactory receptor family 52 subfamily B member 3 pseudogene [Source:HGNC Symbol;Acc:HGNC:15208]
OR51R1P	ENSG00000237272	olfactory receptor family 51 subfamily R member 1 pseudogene [Source:HGNC Symbol;Acc:HGNC:15203]
OR52P2P	ENSG00000171999	olfactory receptor family 52 subfamily P member 2 pseudogene [Source:HGNC Symbol;Acc:HGNC:15233]
MIR3164	ENSG00000265539	microRNA 3164 [Source:HGNC Symbol;Acc:HGNC:38288]
RNA5SP535	ENSG00000274097	RNA, 5S ribosomal pseudogene 535 [Source:HGNC Symbol;Acc:HGNC:53804]
YAP1-DT	ENSG00000277459	YAP1 divergent transcript [Source:HGNC Symbol;Acc:HGNC:58148]
DNAJB5P1	ENSG00000230335	DnaJ heat shock protein family (Hsp40) member B5 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:50449]
LYPLA2P3	ENSG00000236604	LYPLA2 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:50446]
FOXB2	ENSG00000204612	forkhead box B2 [Source:HGNC Symbol;Acc:HGNC:23315]
RNU6-952P	ENSG00000212466	RNA, U6 small nuclear 952, pseudogene [Source:HGNC Symbol;Acc:HGNC:47915]
MMP20	ENSG00000137674	matrix metallopeptidase 20 [Source:HGNC Symbol;Acc:HGNC:7167]
CMPK2	ENSG00000134326	cytidine/uridine monophosphate kinase 2 [Source:HGNC Symbol;Acc:HGNC:27015]
ATP5MFP3	ENSG00000232851	ATP synthase membrane subunit f pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:21286]
RFC5P1	ENSG00000233526	replication factor C 5 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:50450]
IFNA6	ENSG00000120235	interferon alpha 6 [Source:HGNC Symbol;Acc:HGNC:5427]
LATS2	ENSG00000150457	large tumor suppressor kinase 2 [Source:HGNC Symbol;Acc:HGNC:6515]
UST-AS2	ENSG00000236591	UST antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:40803]
MIR31HG	ENSG00000171889	MIR31 host gene [Source:HGNC Symbol;Acc:HGNC:37187]
SPECC1L	ENSG00000100014	sperm antigen with calponin homology and coiled-coil domains 1 like [Source:HGNC Symbol;Acc:HGNC:29022]
NCAM1	ENSG00000149294	neural cell adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:7656]
RNU6-31P	ENSG00000207116	RNA, U6 small nuclear 31, pseudogene [Source:HGNC Symbol;Acc:HGNC:34250]
BICD1P1	ENSG00000224346	BICD cargo adaptor 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:51374]
NIFKP8	ENSG00000259449	NIFK pseudogene 8 [Source:HGNC Symbol;Acc:HGNC:44956]
RNA5SP115	ENSG00000223092	RNA, 5S ribosomal pseudogene 115 [Source:HGNC Symbol;Acc:HGNC:42913]
RNU6-312P	ENSG00000201499	RNA, U6 small nuclear 312, pseudogene [Source:HGNC Symbol;Acc:HGNC:47275]
RNU6-762P	ENSG00000252916	RNA, U6 small nuclear 762, pseudogene [Source:HGNC Symbol;Acc:HGNC:47725]
HNRNPA1P35	ENSG00000225695	heterogeneous nuclear ribonucleoprotein A1 pseudogene 35 [Source:HGNC Symbol;Acc:HGNC:48764]
RPL23AP30	ENSG00000226658	ribosomal protein L23a pseudogene 30 [Source:HGNC Symbol;Acc:HGNC:35617]
RNU6-1206P	ENSG00000252148	RNA, U6 small nuclear 1206, pseudogene [Source:HGNC Symbol;Acc:HGNC:48169]
RPL17P10	ENSG00000224672	ribosomal protein L17 pseudogene 10 [Source:HGNC Symbol;Acc:HGNC:35838]
IMPDH1P10	ENSG00000232133	inosine monophosphate dehydrogenase 1 pseudogene 10 [Source:HGNC Symbol;Acc:HGNC:33965]
CFLAR-AS1	ENSG00000226312	CFLAR antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:14437]
RNA5SP354	ENSG00000212549	RNA, 5S ribosomal pseudogene 354 [Source:HGNC Symbol;Acc:HGNC:43254]
SELE	ENSG00000007908	selectin E [Source:HGNC Symbol;Acc:HGNC:10718]
DBX2	ENSG00000185610	developing brain homeobox 2 [Source:HGNC Symbol;Acc:HGNC:33186]
BIVM	ENSG00000134897	basic, immunoglobulin-like variable motif containing [Source:HGNC Symbol;Acc:HGNC:16034]
ZNF587P1	ENSG00000223965	zinc finger protein 587 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:42438]
LINC00938	ENSG00000273015	long intergenic non-protein coding RNA 938 [Source:HGNC Symbol;Acc:HGNC:48630]
RPL21P40	ENSG00000235670	ribosomal protein L21 pseudogene 40 [Source:HGNC Symbol;Acc:HGNC:36189]
NDUFS5P4	ENSG00000251437	NADH:ubiquinone oxidoreductase subunit S5 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:44042]
NIFKP7	ENSG00000251590	NIFK pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:44955]
ALG1L7P	ENSG00000251271	ALG1 like 7, pseudogene [Source:HGNC Symbol;Acc:HGNC:44376]
RPL21P137	ENSG00000236732	ribosomal protein L21 pseudogene 137 [Source:HGNC Symbol;Acc:HGNC:56406]
RPSAP11	ENSG00000237433	ribosomal protein SA pseudogene 11 [Source:HGNC Symbol;Acc:HGNC:6503]
SMIM11P2	ENSG00000270377	SMIM11 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:56407]
KRT18P15	ENSG00000234737	keratin 18 pseudogene 15 [Source:HGNC Symbol;Acc:HGNC:32449]
CD200R1P1	ENSG00000289742	CD200R1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:56477]
CD200R1	ENSG00000163606	CD200 receptor 1 [Source:HGNC Symbol;Acc:HGNC:24235]
FOXP4-AS1	ENSG00000234753	FOXP4 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:50332]
OR7A19P	ENSG00000272963	olfactory receptor family 7 subfamily A member 19 pseudogene [Source:HGNC Symbol;Acc:HGNC:15337]
MARK3P1	ENSG00000271642	microtubule affinity regulating kinase 3 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:50312]
GRINA	ENSG00000178719	glutamate ionotropic receptor NMDA type subunit associated protein 1 [Source:HGNC Symbol;Acc:HGNC:4589]
SPIN2A	ENSG00000147059	spindlin family member 2A [Source:HGNC Symbol;Acc:HGNC:20694]
ENDOU	ENSG00000111405	endonuclease, poly(U) specific [Source:HGNC Symbol;Acc:HGNC:14369]
RNU7-45P	ENSG00000238829	RNA, U7 small nuclear 45 pseudogene [Source:HGNC Symbol;Acc:HGNC:34141]
RPL38P5	ENSG00000235579	RPL38 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:54607]
MTND5P25	ENSG00000227348	MT-ND5 pseudogene 25 [Source:HGNC Symbol;Acc:HGNC:42287]
LINC03123	ENSG00000251575	long intergenic non-protein coding RNA 3123 [Source:HGNC Symbol;Acc:HGNC:52969]
MTND4P23	ENSG00000225796	MT-ND4 pseudogene 23 [Source:HGNC Symbol;Acc:HGNC:42210]
MTND4LP13	ENSG00000235318	MT-ND4L pseudogene 13 [Source:HGNC Symbol;Acc:HGNC:42247]
GOLGA6L3P	ENSG00000188388	golgin A6 family like 3, pseudogene [Source:HGNC Symbol;Acc:HGNC:37441]
RN7SKP66	ENSG00000252490	RN7SK pseudogene 66 [Source:HGNC Symbol;Acc:HGNC:45790]
RNU6-1048P	ENSG00000200924	RNA, U6 small nuclear 1048, pseudogene [Source:HGNC Symbol;Acc:HGNC:48011]
RN7SL455P	ENSG00000264047	RNA, 7SL, cytoplasmic 455, pseudogene [Source:HGNC Symbol;Acc:HGNC:46471]
RNU6-566P	ENSG00000252599	RNA, U6 small nuclear 566, pseudogene [Source:HGNC Symbol;Acc:HGNC:47529]
C1GALT1C1L	ENSG00000223658	C1GALT1 specific chaperone 1 like [Source:HGNC Symbol;Acc:HGNC:51617]
ERCC6L2-AS1	ENSG00000175611	ERCC6L2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:27858]
KRT8P15	ENSG00000233579	keratin 8 pseudogene 15 [Source:HGNC Symbol;Acc:HGNC:33367]
PRDX4	ENSG00000123131	peroxiredoxin 4 [Source:HGNC Symbol;Acc:HGNC:17169]
KRT8P52	ENSG00000232479	keratin 8 pseudogene 52 [Source:HGNC Symbol;Acc:HGNC:54654]
LINC01951	ENSG00000204754	long intergenic non-protein coding RNA 1951 [Source:HGNC Symbol;Acc:HGNC:52774]
RPL7P14	ENSG00000232994	ribosomal protein L7 pseudogene 14 [Source:HGNC Symbol;Acc:HGNC:35984]
RPL23AP36	ENSG00000225124	ribosomal protein L23a pseudogene 36 [Source:HGNC Symbol;Acc:HGNC:35685]
LINC01224	ENSG00000269416	long intergenic non-protein coding RNA 1224 [Source:HGNC Symbol;Acc:HGNC:49676]
RPL12P16	ENSG00000204196	ribosomal protein L12 pseudogene 16 [Source:HGNC Symbol;Acc:HGNC:36926]
RPL36AP45	ENSG00000240366	ribosomal protein L36a pseudogene 45 [Source:HGNC Symbol;Acc:HGNC:36032]
RN7SKP83	ENSG00000252321	RN7SK pseudogene 83 [Source:HGNC Symbol;Acc:HGNC:45807]
NIFKP4	ENSG00000261205	NIFK pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:44952]
ITGA4	ENSG00000115232	integrin subunit alpha 4 [Source:HGNC Symbol;Acc:HGNC:6140]
COMMD4P2	ENSG00000214702	COMM domain containing 4 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:51910]
VPS26AP1	ENSG00000240375	VPS26A pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:44611]
ATP5PBP8	ENSG00000270880	ATP5PB pseudogene 8 [Source:HGNC Symbol;Acc:HGNC:56483]
LINC01276	ENSG00000226917	long intergenic non-protein coding RNA 1276 [Source:HGNC Symbol;Acc:HGNC:50333]
PRRX1	ENSG00000116132	paired related homeobox 1 [Source:HGNC Symbol;Acc:HGNC:9142]
DRD3	ENSG00000151577	dopamine receptor D3 [Source:HGNC Symbol;Acc:HGNC:3024]
DNM1P41	ENSG00000280038	dynamin 1 pseudogene 41 [Source:HGNC Symbol;Acc:HGNC:35191]
LINC00092	ENSG00000225194	long intergenic non-protein coding RNA 92 [Source:HGNC Symbol;Acc:HGNC:31408]
NF1P1	ENSG00000270831	neurofibromin 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:7772]
OR11M1P	ENSG00000224709	olfactory receptor family 11 subfamily M member 1 pseudogene [Source:HGNC Symbol;Acc:HGNC:15333]
SNORA2C	ENSG00000221491	small nucleolar RNA, H/ACA box 2C [Source:HGNC Symbol;Acc:HGNC:32624]
MIR1291	ENSG00000281842	microRNA 1291 [Source:HGNC Symbol;Acc:HGNC:35284]
